Codigo;CodigoOrigen;Concepto;Categoria;Proveedor;Producto;StockActual;STOCK ANAYA 2710;Ubicaci�n Anaya;STOCK CROCKER;Ubicaci�n Crocker;STOCK JUANICO;Ubicaci�n Juanico;OBSERV.; EN VIAJE;StockSeguridad;Stock M�ximo;Diferencia;"Bajo de stock ""BAJO"""; PRECIO FOB ;DTO; FOB FILSA ; PRECIO FOB FAC ;% COSTO ESTIMADO; COSTO ESTIMADO ; COSTO REAL$ ; COSTO REAL USD ; COEF. ; PRECIO DE LISTA USD ;NCM - NOMENCLATURA
2059;;;Vac�o;,;;0;;0;;;;;;;0;0;0;;#N/A;0%;#N/A;;35%;#N/A;; USD 99,38 ;; USD -   ;
2060;;;Vac�o;,;;0;;0;;;;;;;0;0;0;;#N/A;0%;#N/A;;35%;#N/A;; USD 276,09 ;; USD -   ;
2061;;;Vac�o;,;;0;;0;;;;;;;0;0;0;;#N/A;0%;#N/A;4,48;35%;#N/A;; USD 6,93 ;; USD -   ;
2062;;;Vac�o;,;;0;;0;;;;;;;0;0;0;;#N/A;0%;#N/A;;35%;#N/A;; USD 99,39 ;; USD -   ;
2063;;;Vac�o;,;;0;;0;;;;;;;0;0;0;;#N/A;0%;#N/A;;35%;#N/A;; USD 99,39 ;; USD -   ;
2064;13100T00;EQ FILTRO / ABLANDADOR;ABLANDADOR;FILSA LTDA.;FILTRO / ABLANDADOR 13100T00;11;11;1-I;;;;;;;2;4;0;;;;;;;;; USD 453,13 ;; USD 997,00 ;
2065;13100T18;EQ FILTRO / ABLANDADOR;ABLANDADOR;FILSA LTDA.;FILTRO / ABLANDADOR 13100T18;0;;0;;;;;;;;;0;;;;;;;;; USD 530,70 ;; USD 1.168,00 ;
2066;;;EQUIPO OZONO;,;;0;;0;;;;;;;0;0;0;;#N/A;0%;#N/A;;40,00%;#N/A;; USD -   ;1,95;#N/A;
2067;;;Vac�o;,;;0;;0;;;;;;;;;0;;;;;;;;; USD -   ;; USD -   ;
2068;;;Vac�o;,;;0;;0;;;;;;;;;0;;;;;;;;; USD -   ;; USD -   ;
2069;;;Vac�o;,;;0;;0;;;;;;;;;0;;;;;;;;; USD -   ;;;
2070;7307;REPUESTO SAUGVENTIL;Vac�o;CIAME LTDA;SAUGVENTIL PCB, PROMINENT;0;;0;;;;;1;;;;0;;;;;;;;; USD 74,95 ;;;
2071;7308;REPUESTO DRUCKVENTIL;Vac�o;CIAME LTDA;DRUCKVENTIL PCB PROMINENT;0;;0;;;;;15;;;;0;;;;;;;;; USD 71,28 ;;;
2072;7309;REPUESTO FUSSVENTIL;Vac�o;CIAME LTDA;FUSSVENTIL PCB PROMINENT;0;;0;;;;;1;;;;0;;;;;;;;; USD 54,84 ;;;
2073;;;Vac�o;,;;0;;0;;;;;;;;;0;;;;;;;;; USD 67,62 ;;;
2074;PA-RM1814-3M-20B;TUBO DE;ACC CA�ERIA JG;JOHN GUEST;TUBO DE NYLON RIGIDO 18 MM (3 mts);0;;ARIBBA DE SAL;;;;;;;;;0;;94,38;0;94,38;;;94,38;; USD 94,38 ;1,3; USD 122,69 ;
2075;PQ-PA22X2X3000-3M;TUBO NYLON;ACC CA�ERIA JG;JOHN GUEST / TEMAC SA;TUBO NYLON RIGIDO 22MM-18MM (3 mts);10;10;0;;;;;;;10;20;10;;75;0%;75;;;75;; USD 75,00 ;1,35; USD 101,25 ;
2076;7311;REPUESTO VALVULA;con STOCK;CIAME LTDA;VALVULA SMC;1;1;0;;;;;;;0;0;0;;;;;;;;; USD -   ;;;
2077;7312;REPUESTO VALVULA;ACC EQ OSMOSIS;CIAME LTDA;"VALVULA SMC 3/4""";1;1;1-D-09-02-02;;;;;;;0;0;0;;;;;;;;; USD -   ;;;
2078;;;Vac�o;,;;0;;0;;;;;;;;;0;;;;;;;;; USD -   ;;;
2079;14100T00;EQ FILTRO / ABLANDADOR;ABLANDADOR;FILSA LTDA.;FILTRO / ABLANDADOR 14100T00;3;3;1-I;;;;;;;1;2;0;;;;;;;;; USD 541,40 ;; USD 1.192,00 ;
2080;14100T18;EQ FILTRO / ABLANDADOR;ABLANDADOR;FILSA LTDA.;FILTRO / ABLANDADOR 14100T18;0;;0;;;;;;;;;0;;;;;;;;; USD 618,97 ;; USD 1.362,00 ;
2081;ASPP370A;REPUESTO KIT;ACC EQ OZONO;CLEAR WATER TECH LLC;KIT MANTENIMIENTO CD30NX;2;2;1-D52-09;;;;;1-D-05-02-09;;2;4;2;; USD 260,88 ;55%; USD 118,70 ;81;40,00%;166,18;$ 5.381,80; USD 134,55 ;1,2; USD 313,06 ;
2082;;;Vac�o;,;;0;;0;;;;;;;;;0;;;;;;;;; USD -   ;; USD -   ;
2083;;;Vac�o;,;;0;;0;;;;;;;;;0;;;;;;;;; USD -   ;; USD -   ;
2084;16100T00;EQ FILTRO / ABLANDADOR;ABLANDADOR;FILSA LTDA.;FILTRO / ABLANDADOR 16100T00;0;;0;;;;;;;;;0;;;;;;;;; USD 556,40 ;; USD 1.225,00 ;
2085;;;Vac�o;,;;0;;0;;;;;;;;;0;;;;;;;;; USD -   ;;;
2086;31002000;CRIUS CON;CONTROLADOR;PROCESS INSTRUMENTS UK;CRIUS CON SENSOR DE CLORO LIBRE;0;;0;;;;;;;1;2;2;BAJO;� 2.497,00;40%;� 1.498,20;1.454,00;51%;2.262,28;; USD 2.270,34 ;1,5; USD 3.745,50 ;
2087;35100000;ENTRADA DIGITAL;ACC CONTROLADORES;PROCESS INSTRUMENTS UK;ENTRADA DIGITAL X 2;0;;0;;;;;;;;;0;;� 35,00;40%;� 21,00;20;40%;29,4;$ 1.400,00; USD 35,00 ;1,5; USD 52,50 ;
2088;32000002;SENSOR DE;ACC CONTROLADORES;PROCESS INSTRUMENTS UK;SENSOR DE CLORO TOTAL ;1;1;1-E-34;;;;;1-E-03-04;;1;1;0;;� 987,00;30%;� 690,90;817,84;40%;967,26;$ 46.280,00; USD 1.157,00 ;1,5; USD 1.480,50 ;
2089;35001000;ENTRADA ADICIONAL;ACC CONTROLADORES;PROCESS INSTRUMENTS UK;ENTRADA ADICIONAL DE SENSOR;0;;0;;;;;;;;;0;;;40%; � -   ;;40%; -   ;$ 11.360,00; USD 284,00 ;1,5; USD -   ;
2090;35002000;REPUESTO SALIDA;ACC CONTROLADORES;PROCESS INSTRUMENTS UK;SALIDA ANALOGICA ADICIONAL;0;;0;;;;;;;;;0;;� 110,00;40%;� 66,00;;40%;92,4;; USD 43,98 ;1,5; USD 165,00 ;
2091;32100001;REPUESTO CELDAS;ACC CONTROLADORES;PROCESS INSTRUMENTS UK;CELDAS SIMPLES;0;;0;;;;;;;1;2;2;BAJO;� 253,00;40%;� 151,80;148;40%;212,52;$ 9.412,00; USD 235,30 ;1,5; USD 379,50 ;
2092;34300000;ACCESORIOS;ACC BOMBAS DOSIF;PROCESS INSTRUMENTS UK;2 x RELES ELECTROMECANICOS;0;;1-F-03-02;;;;;;;1;2;2;BAJO;� 53,00;40%;� 31,80;30;40%;44,52;$ 1.920,00; USD 48,00 ;1,5; USD 79,50 ;
2093;32000010;REPUESTO SENSOR;ACC EQ OZONO;PROCESS INSTRUMENTS UK;SENSOR DE OZONO ;1;1;1-E-34;;;;;1-E-03-04;;1;1;0;;� 1.197,00;30%;� 837,90;927,24;40%;1.173,06;$ 41.166,80; USD 1.029,17 ;1,5; USD 1.795,50 ;
2094;31001000-5;CONTROLADORES;CONTROLADOR;PROCESS INSTRUMENTS UK;CRONOS CON SENSOR CLORO LIBRE/CELDA SIMPLE/TARJETA ENTRADA;0;;0;;;;;;;;;0;;� 2.287,00;40%;� 1.372,20;;40%;1.921,08;; USD -   ;1,5; USD 3.430,50 ;8421,99
2095;;;Vac�o;,;;0;;0;;;;;;;;;0;;;;;;;;; USD 1,00 ;;;
2096;16100T18;EQ FILTRO / ABLANDADOR;ABLANDADOR;FILSA LTDA.;FILTRO / ABLANDADOR 16100T18;0;;0;;;;;;;;;0;;;;;;;;; USD 695,64 ;; USD 1.531,00 ;
2097;CPA2-4040;REPUESTO MEMBRANA;M 2.5*40;WATER PURIFICATION SUPPLIES;"MEMBRANA H CPA2-4040-2,5""x40""";0;;1-A-9-1;;;;;1-A-09-01;;0;0;0;;#N/A;0%;#N/A;;35%;#N/A;; USD 249,28 ;; USD 385,00 ;
2098;;CARCASA ;PF 2.5X20;WATER PURIFICATION SUPPLIES;"CARCAZA P/FILTRO 20""X2,5X1/2""A";5;5;0;;;;;;;0;0;0;;#N/A;0%;#N/A;;35%;#N/A;; USD 16,47 ;; USD 62,00 ;
2099;;REPUESTO CENIZA;Vac�o;EMESSE UNI-CORPORATION;CENIZA DE SODA;0;;0;;;;;;;;;0;;;;;;;;; USD 0,33 ;;;
2100;AWC PUREFLUX;INSUMOS;ANTINCRUSTANTE;AMERICAN WATER CHEMICAL - 208 litros c/tanque ;ANTI INCRUSTANTE AWC PUREFLUX GW (500libras);7;3;0;;;4;;;;1000;2640;2633;BAJO; USD 1.080,14 ;0%; USD 1.080,14 ;;35%;1.458,19;$ 312,16; USD 7,80 ;2,4; USD 2.592,34 ;
2101;AWC C;INSUMOS;LIMPIADOR MEMB;AMERICAN WATER CHEMICAL;LIMPIADOR ACIDO AWC234 X LITRO;100;;1-D-04-02-04;;;;;;;20;226;126;;;;;;;;$ 342,36; USD 8,56 ;; USD 21,00 ;
2102;AWC C237;INSUMOS;LIMPIADOR MEMB;AMERICAN WATER CHEMICAL;LIMPIADOR ALCALINO AWC 237 X LITRO;20;;0;;;;;;200;20;226;206;; USD 2.569,40 ;0%; USD 2.569,40 ;;35%;3.468,69;$ 469,40; USD 11,74 ;; USD 26,00 ;
2103;AWC PUREFLUX;INSUMOS;con STOCK;AMERICAN WATER CHEMICAL;ANTI INCRUSTANTE TOTE 2500 LIBRAS ;1;;0;;;1;;;;;;0;; USD 5.400,50 ;0%; USD 5.400,50 ;;30%;7.020,65;; USD 8.300,00 ;2,1; USD 11.341,05 ;
2104;;SERVICIO TECNICO;Vac�o;CHACRA;ANTI ICRUSTANTE 10 LTS INDION;18;18;0;;;;;;;;;0;;;;;;;;; USD -   ;;;
2105;;INSUMOS;ANTINCRUSTANTE;AMERICAN WATER CHEMICAL;ANTI INCRUSTANTE AWC102 5 LTS;0;;0;;;;;;;0;0;0;;;;;;;;;;; USD 101,00 ;
2106;;INSUMOS;ANTINCRUSTANTE;AMERICAN WATER CHEMICAL;ANTI INCRUSTANTE AWC 102 20 LTS;13;13;1-C-6-1;;;;;;;15;25;12;BAJO; USD 95,59 ;;;;;;; USD 178,96 ;; USD 272,00 ;
2107;;INSUMOS;ANTINCRUSTANTE;AMERICAN WATER CHEMICAL;ANTI INCRUSTANTE AWC102 10 LTS;10;10;1-C-6-1;;;;;;;20;30;20;BAJO; USD 47,79 ;;;;;;; USD 89,13 ;; USD 171,00 ;
2108;;;Vac�o;;;0;;0;;;;;;;;;0;;;;;;;;; USD -   ;;;
2109;JC603;MEDIO FILTRANTE;RESINAS;ITOCHU CHEMICALS AMERI;RESINA CATIONICA FUERTEH+JC603;75;;0;;;75;;;;;;0;;;;;;;;; USD 1,41 ;; USD 4,47 ;
2110;JA600;REPUESTO RESINA;Vac�o;ITOCHU CHEMICALS AMERI;RESINA CATIONICA FUERTENA+JC60;0;;0;;;;;;;;;0;;;;;;;;; USD 1,56 ;;;
2111;JA100;RESINA ANIONICA;Vac�o;ITOCHU CHEMICALS AMERI;RESINA ANIONICA FUERTE JA100;0;;1-E-06-05;;;;;;;;;0;;;;;;;;; USD 3,34 ;;;
2112;V3070FF;VALVULA - NHW;ACC. VALVULAS CLACK;CLACK CORPORATION;NO HARDWATER BYPASS 1/125 FF;20;20;1-E-06-05;;;;;1-E-06-05;3;20;40;20;; USD 243,00 ;0,32; USD 77,76 ;75,19;35,00%;104,98;$ 4.444,60; USD 111,12 ;1,07; USD 260,98 ;
2113;;INSUMOS;ANTINCRUSTANTE;;10 LTS ANTI INCRUSTANTE INDION;18;18;1-C-6-1;;;;;;;0;0;0;; -   ;; -   ;;35,00%; -   ;; USD -   ;; USD -   ;
2114;;INSUMOS;ANTINCRUSTANTE;,;20 LTS ANTI INCRUSTANTE INDION;9;9;1-C-6-1;;;;;;;;;0;;0;;;;;;; USD -   ;;;
2115;FLOWMETER;BLUE-WHITE;DE PANEL;WATER PURIFICATION SUPPLIES;FLOWMETER MOD. RTH210PU2LH2;0;;1-D-09-01-01;;;;;;;0;0;0;;#N/A;0%;#N/A;;35%;#N/A;$ 21.246,40; USD 531,16 ;; USD -   ;
2116;103A100F11XX;REPUESTO BOBMA;TIPO PROCON;WATER PURIFICATION SUPPLIES;BOBMA PROCON 103A100F11XX-S3;0;;1-D-09-01-01;;;;;;;0;0;0;;#N/A;0%;#N/A;;35%;#N/A;$ 6.218,12; USD 155,45 ;; USD -   ;
2117;PM 872;MOTOR 3/4 HP;ACC EQ OSMOSIS;WATER PURIFICATION SUPPLIES;MOTOR 3/4 HP (ASSEMBLED IN MEXICO);2;2;0;;;;;1-D-07-01;;6;12;10;BAJO;215;0%;215;126;35%;290,25;$ 13.520,00; USD 338,00 ;; USD 490,00 ;
2118;;;Vac�o;;;0;;0;;;;;;;0;0;0;;#N/A;#N/A;#N/A;;35,00%;#N/A;; USD 37,62 ;;#N/A;
2119;;;Vac�o;;;0;;1-D-09-01-01;;;;;;;0;0;0;;#N/A;#N/A;#N/A;;35,00%;#N/A;; USD 37,62 ;;#N/A;
2120;PP 5FX;REPUESTO BOMBA;TIPO PROCON;WATER PURIFICATION SUPPLIES;BOMBA PROCON 114A240F11XX-S4;1;1;1-D-09-01-01;;;;;;;2;4;3;BAJO;120;0%;120;130;35%;162;; USD 180,00 ;; USD 350,00 ;
2121;PP 2F;REPUESTO BOMBA;TIPO PROCON;WATER PURIFICATION SUPPLIES;BOMBA PROCON 112A140F11XX-S2;0;;0;;;;;;;0;0;0;;110;0%;110;;35%;148,5;; USD 170,00 ;; USD 250,00 ;
2122;PR3AHXE_AGN;BOMBA PROCON;TIPO PROCON;NUERT;"BOMBA INOX SIMIL PROCON 300L/H - 3/8""";12;12;0;;;;;;;0;0;0;;� 45,00;0%;� 45,00;;40,00%;63;; USD 62,16 ;4; USD 180,00 ;
2123;PRG5AHXE_GGN;BOMBA PROCON;TIPO PROCON;NUERT;"BOMBA INOX SIMIL PROCON 500L/H - 1/2""";12;12;0;;;;;;;;;0;;� 78,00;0%;� 78,00;;;;; USD 107,75 ;4; USD 312,00 ;
2124;16125T00;EQ FILTRO / ABLANDADOR;ABLANDADOR;FILSA LTDA.;FILTRO / ABLANDADOR 16125T00;0;;0;;;;;;;;;0;;;;;;;;; USD 568,03 ;; USD 1.250,00 ;
2125;MOTORE 110827,01;MOTOR P/ PROCON;ACC EQ OSMOSIS;NUERT;MOTOR 1/2 HP 230/220V - 50/60HZ ;24;24;0;;;;;;;;;0;;� 115,50;0%;� 115,50;;;;; USD 159,55 ;4; USD 462,00 ;
2126;T 42-NA;MEDIO FILTRANTE;RESINAS;THERMAX;RESINA CATIONICA ABLANDDOR 20%dto distribuidores / 35% vtas grandes;0;;0;;;;;;;5000;12500;12500;BAJO;1,32;0%;1,32;1,32;30%;1,72;; USD 1,98 ;; USD 4,90 ;3914-00
2127;16125T18;EQ FILTRO / ABLANDADOR;ABLANDADOR;FILSA LTDA.;FILTRO / ABLANDADOR 16125T18;0;;1-E-13-02;;;;;;;;;0;;;;;;;;; USD 707,27 ;; USD 1.557,00 ;
2128;pH 0-14;INSUMOS;TEST;KANG HE YI SHENG TRADING LIMITED;TEST DETECTOR DE PH (RANGO 6,2 - 9,0 ppm);195;195;1-E-13-03;;;;;;;;;0;; USD 1,00 ;0%; USD 1,00 ;;35%;1,35;$ 67,96; USD 1,70 ;15; USD 15,00 ;
2129;FREE CHLORINE TEST STRIPS 0-200ppm;INSUMOS;TEST;KANG HE YI SHENG TRADING LIMITED;TEST DETECTOR DE CLORO LIBRE (RANGO DE 0 - 200 ppm);95;95;1-E-13-03;;;;;;;;;0;; USD 2,50 ;0%; USD 2,50 ;;35%;3,38;$ 169,88; USD 4,25 ;8; USD 20,00 ;
2130;TOTAL HARDNESS TEST STRIPS 0-1000ppm;INSUMOS;TEST;KANG HE YI SHENG TRADING LIMITED;TEST DETECTOR DE DUREZA (RANGO 0-1000 ppm);42;42;1-E-13-01;;;;;;;;;0;; USD 1,60 ;0%; USD 1,60 ;;35%;2,16;$ 108,72; USD 2,72 ;9,38; USD 15,00 ;
2131;3 IN 1 TEST STRIPS;INSUMOS;TEST;KANG HE YI SHENG TRADING LIMITED;TEST 3 EN 1 DETECTOR DE ALCALIIDAD TOTAL (0-240), CLORO LIBRE (0-10) Y PH  (6,2-9,0);195;195;1-E-13-04;;;;;;;;;0;; USD 1,95 ;0%; USD 1,95 ;;35%;2,63;$ 132,60; USD 3,32 ;10,25; USD 20,00 ;
2132;PERACETIC ACID 0-160;INSUMOS;TEST;KANG HE YI SHENG TRADING LIMITED;TEST DETECTOR DE PERACETICO (RANGO 0-160 ppm);481;481;0;;;;;;;0;0;0;; USD 10,00 ;0%; USD 10,00 ; -   ;35%;13,5;$ 458,68; USD 11,47 ;2,8; USD 28,00 ;
2133;;SERVICIO;con STOCK;FILSA (MO);MANTENIMIENTO BOMBA;0;;1-E-13-03;;;;;;;;;0;;;;;;;; $ -   ; USD -   ;;#�REF!;
2134;TOTAL HARDNESS TEST STRIPS 0-425ppm;INSUMOS;TEST;KANG HE YI SHENG TRADING LIMITED;TEST DETECTOR DE DUREZA (RANGO 0-425 ppm);27;27;1-E-3-4;;;;;;;;;0;; USD 1,60 ;0%; USD 1,60 ;;35%;2,16;$ 108,72; USD 2,72 ;9,38; USD 15,00 ;
2135;32100002;REPUESTO CELDA;ACC CONTROLADORES;PROCESS INSTRUMENTS UK;CELDA DOBLE;1;1;1-E-34;;;;;1-E-03-04;;1;2;1;;� 335,00;40%;� 201,00;240,93;40%;281,4;$ 10.696,20; USD 267,41 ;1,5; USD 502,50 ;
2136;34000050;MODEM DE;ACC CONTROLADORES;PROCESS INSTRUMENTS UK;MODEM DE ACCESO REMOTO GSM;0;;0;;;;;;;;;0;;� 528,00;40%;� 316,80;;40%;443,52;$ 31.153,60; USD 778,84 ;1,5; USD 792,00 ;8421,99
2137;36200000;ACCESORIOS;ACC CONTROLADORES;PROCESS INSTRUMENTS UK;SWITCH DE FLUJO;0;;0;;;;;;;2;4;4;BAJO;� 141,00;30%;� 98,70;99;40%;138,18;$ 6.295,60; USD 157,39 ;1,5; USD 211,50 ;
2138;;;Vac�o;,;;0;;0;;;;;;;;;0;;;;;;;;; USD -   ;; USD -   ;
2139;;;Vac�o;,;;0;;0;;;;;;;;;0;;;;;;;;; USD -   ;; USD -   ;
2140;STA-01-84;BOMBA;Vac�o;GIANNI;BOMBA MULTIETAPA HOR CBI4-30;0;;0;;;;;;;;;0;;560;25,00%;420;;;;; USD 420,00 ;1,2; USD 504,00 ;
2141;STA-01-86;BOMBA;Vac�o;GIANNI;BOMBA MULTIETAPA HOR CBI4-40;0;;0;;;;;;;5;10;10;BAJO;;25,00%; -   ;;;;; USD 288,41 ;; USD 411,00 ;
2142;STA-01-88;BOMBA;Vac�o;GIANNI;BOMBA MULTIETAPA HOR CBI4-50;0;;0;;;;;;;5;10;10;BAJO;457,9;25,00%;343,43;;;;; USD 343,43 ;; USD 471,00 ;
2143;18125T00;EQ FILTRO / ABLANDADOR;ABLANDADOR;FILSA LTDA.;FILTRO / ABLANDADOR 18125T00;0;;0;;;;;;;;;0;;;;;;;;; USD 733,92 ;; USD 1.615,00 ;
2144;;REPUESTO CAUDALIMETRO;Vac�o;PROAGUA;"CAUDALIMETRO PROMINENT 1""";0;;0;;;;;;;;;0;;;;;;;;; USD -   ;; USD -   ;
2145;PM 828;MOTOR 1/3 HP;ACC EQ OSMOSIS;WATER PURIFICATION SUPPLIES;MOTOR 1/3 HP, 110/220V;0;;0;;;;;1;;0;0;0;;#N/A;0%;#N/A;;35%;#N/A;; USD 136,10 ;; USD -   ;
2146;GAC;MEDIO FILTRANTE;CARBON ACTIVADO;WATER PURIFICATION SUPPLIES;CARBON ACTIVADO GRANULAR 12x40 / 27,5 lbs;40;;0;;;40;;;;0;0;0;;56;0%;56;28;50%;84;   ; USD 89,05 ;; USD 140,00 ;
2147;BB-JU;FILTRO RECARGABLE;CONTENEDOR;WATER PURIFICATION SUPPLIES;"FILTRO RECARGABLE 20"" x 4,5""";0;;F-05-01;;;;;;;0;6;6;;#N/A;0%;#N/A;;;#N/A;;;;;
2148;;;Vac�o;,;;0;;0;;;;;;;;;0;;;;;;;;; USD 8,04 ;; USD -   ;
2149;NF90-400;REPUESTO MEMBRANA;Vac�o;TRADEM LTDA;MEMBRANA FILMTEC NF90-400;0;;0;;;;;;;;;0;;;;;;;;; USD 1.320,00 ;; USD -   ;
2150;HRLE-440I;MEMBRANAS;Vac�o;TRADEM LTDA;MEMBRANA FILMTEC HRLE-440I;0;;0;;;;;;;2;4;4;BAJO;;;;;;;$ 27.280,00; USD 682,00 ;; USD -   ;
2151;HSRO-4040FF;REPUESTO MEMBRANA;Vac�o;TRADEM LTDA;MEMBRANA FILMTEC HSRO-4040-FF;0;;0;;;;;;;3;4;4;BAJO;;;;;;;; USD 489,00 ;; USD -   ;
2152;18125T24;EQ FILTRO / ABLANDADOR;ABLANDADOR;FILSA LTDA.;FILTRO / ABLANDADOR 18125T24;0;;0;;;;;;;;;0;;;;;;;;; USD 873,16 ;; USD 1.921,00 ;
2153;X21VC-PK;BOMBA DOSIF KIT MANT ;ACC BOMBAS DOSIF;WALCHEM IWAKI AMERICA INC;KIT MANTENIMIENTO EWN-C21;1;1;1-E-12-01;;;;;;;5;10;9;BAJO; USD 62,00 ;45%;34,1;25;30%;44,33;$ 1.640,00; USD 41,00 ;1,5; USD 93,00 ;
2154;HK60-R-T;;ELECTRO VALVULA;COVNA GROUP;"VALVULA 3 VIAS INOX - ACTUADOR ELECT 220V 1,1/2""";5;5;1-E-73;;;;;;;;;0;; USD 185,00 ;0%; USD 185,00 ;;35%;249,75;; USD -   ;2,61; USD 482,30 ;
2155;HK60-Q-WT;;ELECTRO VALVULA;COVNA GROUP;"VALVULA 3 VIAS INOX - ACTUADOR ELECT 24V 3/4""";10;10;1-E-82 Y E-73;;;;;;;0;0;0;; USD 119,00 ;0%; USD 119,00 ;;35%;160,65;; USD -   ;2,61; USD 310,23 ;
2156;HK60-Q-3PS;;ELECTRO VALVULA;COVNA GROUP;"VALVULA 2 VIAS INOX - 3 PIEZAS ACTUADOR ELECT 220V - 1,1/4""";5;5;1-E-83;;;;;;;0;0;0;; USD 116,50 ;0%; USD 116,50 ;;35%;157,28;; USD -   ;2,61; USD 303,72 ;
2157;HK57-PVC;;ELECTRO VALVULA;COVNA GROUP;"VALVULA UPVC 2 VIAS ACTUADOR NEUMATICO 1,1/2""";10;10;1-E-84;;;;;;;0;0;0;; USD 69,30 ;0%; USD 69,30 ;;35%;93,56;; USD -   ;2,61; USD 180,67 ;
2158;;REPUESTO ENTREROSCA;Vac�o;ICENOR;"ENTREROSCA INOX. 1/4""";0;;0;;;;;;;;;0;;;0%;;;;;$ 400,00; USD 10,00 ;1,3; USD 13,00 ;
2159;HK60-R-T;;ELECTRO VALVULA;COVNA GROUP;"VALVULA 3 VIAS INOX - ACTUADOR ELECT 220V 2""";2;2;1-E-82;;;;;;;;;0;; USD 212,50 ;0%; USD 212,50 ;;;;; USD -   ;2,61; USD 553,99 ;
2160;HK60-Q-3PS;;ELECTRO VALVULA;COVNA GROUP;"VALVULA 2 VIAS INOX - 3 PIEZAS ACTUADOR ELECT 220V - 1,1/2""";5;5;1-E-83;;;;;;;;;0;; USD 119,00 ;0%; USD 119,00 ;;;;; USD -   ;2,61; USD 310,23 ;
2161;HK60-Q-3PS;;ELECTRO VALVULA;COVNA GROUP;"VALVULA 2 VIAS INOX - 3 PIEZAS ACTUADOR ELECT 220V -  2""";5;5;1-E-81;;;;;;;;;0;; USD 163,50 ;0%; USD 163,50 ;;;;; USD -   ;2,61; USD 426,24 ;
2162;;REPUESTO ENTREROSCA;Vac�o;ICENOR;"ENTREROSCA INOX. 1/2""";0;;0;;;;;;;;;0;; USD 1,49 ;0%; USD 1,49 ;;;;; USD 1,49 ;1,3; USD 1,94 ;
2163;;REPUESTO ENTREROSCA;Vac�o;ICENOR;"ENTREROSCA INOX. 3/4""";0;;0;;;;;;;;;0;; USD 0,79 ;0%; USD 0,79 ;;;;; USD 0,79 ;1,3; USD 1,03 ;
2164;;REPUESTO ENTREROSCA;Vac�o;EMESSE UNI-CORPORATION;"ENTREROSCA INOX. 1""";0;;0;;;;;;;;;0;;;;;;;;; USD 3,33 ;; USD -   ;
2165;;;Vac�o;,;;0;;0;;;;;;;;;0;;;;;;;;; USD -   ;; USD -   ;
2166;;;Vac�o;,;;0;;0;;;;;;;;;0;;;;;;;;; USD -   ;; USD -   ;
2167;;ABRAZADERA INOX;Vac�o;HIDRATOR;ABRAZADERA INOX. 14 -22;0;;0;;;;;;;;;0;;;;;;;;; USD 1,18 ;; USD -   ;
2168;GSN8-HV-4G;;ACC CONTROLADORES;EASEMIND TECH LTD;DATA LOGGER 46 ETHERNET;19;19;0;;;;;;;;;0;; USD 165,00 ;0%; USD 165,00 ;;35%;222,75;; USD 230,00 ;2; USD 330,00 ;
2169;T_V2;;ACC CONTROLADORES;EASEMIND TECH LTD;SENSOR DE TEMPERATURA ;10;10;0;;;;;;;;;0;; USD 3,00 ;0%; USD 3,00 ;;35%;4,05;; USD 6,00 ;10; USD 30,00 ;
2170;TH_V3;;ACC CONTROLADORES;EASEMIND TECH LTD;SENSOR TEMPERTAURA / HUMEDAD;5;5;0;;;;;;;;;0;; USD 8,00 ;0%; USD 8,00 ;;35%;10,8;; USD 12,00 ;10; USD 80,00 ;
2171;;;ACC CONTROLADORES;EASEMIND TECH LTD;PACK DE SOFTWARE;1;1;0;;;;;;;;;0;; USD 1.000,00 ;0%; USD 1.000,00 ;;0%;1.000,00;; USD 1.000,00 ;1,3; USD 1.300,00 ;
2172;;;M DOMESTICAS;;;0;;0;;;;;;;0;0;0;;#N/A;0%;#N/A;;35%;#N/A;; USD 61,14 ;; USD -   ;
2173;;;#N/A;,;;0;;#N/A;;;;;;;0;0;0;;#N/A;0%;#N/A;;35%;#N/A;; USD 106,12 ;; USD -   ;
2174;;;Vac�o;,;;0;;1-G-02-03;;;;;;;0;0;0;;#N/A;0%;#N/A;;35%;#N/A;; USD 106,12 ;; USD -   ;
2175;PI481223S;CODO CON;ACC CA�ERIA JG;JOHN GUEST;CODO CON ROSCA - TUBO 3/8;310;310;1-G-02-03;;;;;1-G-02-03;;50;100;0;;5;0,4;2;1,83;40%;2,8;; USD 2,77 ;1,3; USD 6,50 ;
2176;DKSHL36TM2S;DIFUSORES;ACC TANQUES FIBRA;CLACK CORPORATION;"DISTRIBUIDOR ESTRELLA 36 2""";1;1;1-D-44;;;;;1-E-07-05;;2;5;4;BAJO; USD 167,68 ;0,39; USD 65,40 ;50,08;35,00%;88,28;$ 2.870,32; USD 71,76 ;1,35; USD 226,37 ;
2177;DKSHL42TM2S;DIFUSORES;ACC TANQUES FIBRA;CLACK CORPORATION;"DISTRIBUIDOR ESTRELLA 42 2""";5;5;1-D-44;;;;;;;2;5;0;; USD 222,93 ;0,39; USD 86,94 ;66,58;35,00%;117,37;$ 3.816,52; USD 95,41 ;1,1; USD 245,22 ;
2178;;;Vac�o;,;;0;;0;;;;;;;5;15;15;BAJO;#N/A;#N/A;#N/A;14,13;35,00%;#N/A;; USD 16,42 ;1,35;#N/A;
